id,value,label
2110,0.3667,XxmHSQmz
2111,0.1859,sTfpuJcg
2112,0.5081,mzxSCvNt
2113,0.0047,VpBtndKv
2114,0.035,fZyXGkBQ
2115,0.919,vnYYbICh
2116,0.9801,ahvvWAfG
2117,0.6764,xBEEPWDD
2118,0.0449,znNVSGJa
2119,0.1737,ANoFxoqX
2120,0.1119,KRNBUhzx
2121,0.8883,bYPXZPNR
2122,0.8208,ONbpkABd
2123,0.4934,CxMYlmvN
2124,0.4495,ReLFGfXk
2125,0.8259,TYjggnic
2126,0.262,IiTUFLsy
2127,0.0073,NdcJJRoD
2128,0.1596,tORHdzGf
2129,0.6343,hNCyEMyM
2130,0.983,TDkjezph
2131,0.2896,nUHlvfRc
2132,0.1924,twJlyhuK
2133,0.1698,WhbEOmUv
2134,0.1355,DkXEayFb
2135,0.0958,mrPYbxFe
2136,0.7526,bxifCtcA
2137,0.8846,IzjbQqVO
2138,0.7435,PZfiQYya
2139,0.2568,mcYQNpOU
2140,0.1837,hHarlENh
2141,0.7326,WLEpQPyj
2142,0.617,kjHseVye
2143,0.4656,QLbYgXRs
2144,0.54,fbfDfXBV
2145,0.0909,PCvNoFBv
2146,0.479,wTYJgyZV
2147,0.5002,oxbMwIYY
2148,0.1095,bpSgwcuM
2149,0.7641,WNXkFLgk
2150,0.326,lCAoXcil
2151,0.9655,vojLadiM
2152,0.4917,WhaUakld
2153,0.0182,AmpLumfa
2154,0.5162,DOZggPbX
2155,0.8504,tNGQhzWM
2156,0.582,BOLMGuCM
2157,0.3002,ZXXTCynm
2158,0.0507,VQYAJmgf
2159,0.835,XeeTqICt
2160,0.2591,ANYqYjnS
2161,0.012,sqmvbqXF
2162,0.2504,EKSwhcdh
2163,0.8812,LQKCeAVH
2164,0.5133,FNYhUhBA
2165,0.07,nqhlVHkq
2166,0.951,lZapieOX
2167,0.5517,rCJWGOYr
2168,0.0179,IUfbyicw
2169,0.0235,eDBxbLMj
2170,0.9836,gMWwsgIn
2171,0.5324,tzwNlQUV
2172,0.7539,qLYpjhwZ
2173,0.8521,pQbGrazM
2174,0.6259,kMzhmDvz
2175,0.4098,iWNMgxXu
2176,0.9869,ASKusKuh
2177,0.13,ZXGwZSwS
2178,0.2696,GyRIEHsb
2179,0.975,fAAzphmS
2180,0.8117,ppvMthfe
2181,0.7906,wnMssDiY
2182,0.6599,ooQNfKzk
2183,0.5504,ByaImlJP
2184,0.5004,SPLBoPBZ
2185,0.4052,TaSQZjiT
2186,0.311,IoPjSguq
2187,0.744,BaXzfLTu
2188,0.9875,kdKfxRGV
2189,0.0495,eoWkVygf
2190,0.6899,MEyHvOfG
2191,0.388,WNWJGNcA
2192,0.0985,HRHQrsag
2193,0.206,wlBKbVDJ
2194,0.8371,BahyNLyX
2195,0.1058,bJfGYiUJ
2196,0.8791,EZnzgkrl
2197,0.4474,vSUaPCJL
2198,0.3663,sTAaHIpP
2199,0.135,TYiQubZF
2200,0.7634,CSnIbPJs
2201,0.4369,JmSVsMTh
2202,0.3219,MRUQuaWl
2203,0.364,YXHNUiSK
2204,0.6948,GTEpSAla
2205,0.9129,MFQQqlht
2206,0.0713,ysPCupLm
2207,0.6677,WSmCeqQT
2208,0.2761,znZzQEwX
2209,0.3201,mrMVfCdx
2210,0.4927,PgENzfsi
2211,0.8541,HNQylthO
2212,0.4351,MZOvyhsw
2213,0.0273,kQysPNyZ
2214,0.7526,zLlzplaj
2215,0.4423,QRAqxjcD
2216,0.3323,OuBZUjAp
2217,0.0457,vnaHtkyd
2218,0.8348,krLYuvhF
2219,0.2179,BLRFvIbn
2220,0.9185,BuJjKOOn
2221,0.3469,bBROyEMX
2222,0.3274,SwnajIqx
2223,0.7367,ATzrnweK
2224,0.0276,RBhjkuRx
2225,0.2062,djXhfNRR
2226,0.6512,zFYfiOiT
2227,0.3719,pRvCbjfw
2228,0.5786,kSjbjvXD
2229,0.5496,eYnJnRdC
2230,0.8684,xTNVPeWx
2231,0.7785,UJWpkjRj
2232,0.9168,tlfQioxY
2233,0.9159,alDMNqdT
2234,0.6158,FZqKlFgK
2235,0.9913,zCeUgusc
2236,0.9749,Dwgwvuri
2237,0.863,CpYEnMEb
2238,0.7228,ACpaMZNS
2239,0.0217,caLfXREi
2240,0.7716,VOXTmbnD
2241,0.0346,lUskkais
2242,0.0407,QVPrYfUl
2243,0.3376,rLUlvACD
2244,0.6951,kkOkiSui
2245,0.4268,aBsMBHgR
2246,0.7887,NeTcONuV
2247,0.6117,FXgmzkzq
2248,0.3717,iVtETHDU
2249,0.3419,Zfgudlzm
2250,0.4008,XSoqIAVn
2251,0.1029,VKUwxNbD
2252,0.1583,MBnTojKd
2253,0.6911,SsqoLhEf
2254,0.2378,RAwVxhyY
2255,0.3744,MSheCKnP
2256,0.3213,WPEMYpCz
2257,0.4314,GRkkmiED
2258,0.3543,sGcrLIXo
2259,0.8834,rAOMBRCY
2260,0.3206,wPhPaAug
2261,0.5845,iplOTMeE
2262,0.1688,ijsNBsPW
2263,0.4057,NZxCjNTH
2264,0.0906,XPmooDEO
2265,0.6055,IuRxgunR
2266,0.3427,RYskdRHa
2267,0.2316,dMeltkGg
2268,0.2979,yeEtacYW
2269,0.1436,zbuuWMRc
2270,0.9756,TulBWaDl
2271,0.1735,oeQISJkT
2272,0.1982,vaWGoewh
2273,0.2,fsUoVkjy
2274,0.8948,ByvVbSkn
2275,0.2923,GcowdrrA
2276,0.4414,ZRzGjpjT
2277,0.287,lpOezlrO
2278,0.7961,AunDZiTO
2279,0.3697,lRhDcJiA
2280,0.7339,nHYarArU
2281,0.4817,XjuoqEaP
2282,0.5816,lBnwpSHM
2283,0.2936,xXBoxutC
2284,0.4514,HSTnvyJu
2285,0.2338,CQYdITet
2286,0.5175,FbdxWiRa
2287,0.517,rKHRupmv
2288,0.8823,bUlmnwAk
2289,0.3964,HIbvKUgW
2290,0.183,jvSVHOFO
2291,0.4521,HwlNJQcy
2292,0.2052,vpQKKTAz
2293,0.3998,MqZqbIph
2294,0.8284,KdHDNNCu
2295,0.7233,bujddNEY
2296,0.8963,ajQENAGI
2297,0.5667,BigiKYOO
2298,0.2334,eMVBQqnv
2299,0.2919,bLEJIYeO
2300,0.9576,pZFboOFv
2301,0.0268,tjGQwanF
2302,0.1624,ZmVMoOQK
2303,0.7828,KQdLfySa
2304,0.634,XolfTBSN
2305,0.9211,fHnOVIUI
2306,0.0932,aWOfcFiG
2307,0.0425,TkACAUXd
2308,0.1593,hiXCHORR
2309,0.3262,XIbhAErD
2310,0.6416,yodCvEfF
2311,0.8943,Siyuabga
2312,0.6249,xHPZvITo
2313,0.2183,PtHHrBQz
2314,0.0059,jMpIIpIt
2315,0.4078,aeWXxmjV
2316,0.5699,vQKmtNaV
2317,0.2936,tgNJcsKw
2318,0.5012,eBwtWJYT
2319,0.8271,oTAhsLxz
2320,0.5178,oLvZXmbu
2321,0.4636,OYvEgEDz
2322,0.9114,UVhcnFui
2323,0.4107,GavdxWEj
2324,0.8925,tZVXIiVF
2325,0.9513,ClNMSuAK
2326,0.4509,jVwpmBcX
2327,0.8075,UQekBjNe
2328,0.991,ubUpcYKW
2329,0.1468,GMdPMIST
2330,0.7311,DlgkQzhH
2331,0.5436,gECHRtiO
2332,0.9398,hVrYHcjr
2333,0.2321,DzwFPGnV
2334,0.4007,VDYOVYbZ
2335,0.37,BTeImWxv
2336,0.1005,BDYhNVHO
2337,0.8496,amWzgild
2338,0.1942,IqvazzHd
2339,0.9906,sleDIYhr
2340,0.622,RFdkzkcp
2341,0.1838,pZoxCaow
2342,0.4439,XvglZVUJ
2343,0.4704,qOFOGYJS
2344,0.975,eKXiBsnt
2345,0.9716,bQDsasML
2346,0.8078,qRnLGImI
2347,0.9218,czycamRa
2348,0.3115,UgoaNFPC
2349,0.1782,PbktNNMc
2350,0.5137,VCuXGKbx
2351,0.5405,hqFrYtJK
2352,0.2066,kmLgcjZp
2353,0.85,AAcNwcLF
2354,0.483,YFcJgKeR
2355,0.8223,GYTekShu
2356,0.1003,rorciujg
2357,0.594,upxJZhqF
2358,0.4704,ayoKpLXc
2359,0.5318,UOVUeNpM
2360,0.8229,DLDvPPZg
2361,0.4074,mKDVsYht
2362,0.7399,pgzCxluu
2363,0.3306,QucuwacM
2364,0.8871,eGnaCgSE
2365,0.5924,ZdMHhhFr
2366,0.6886,NxtyFmfH
2367,0.1867,ucLwgYsQ
2368,0.493,pqQZEhqM
2369,0.9626,oorAgaDL
2370,0.5952,sskURNuv
2371,0.867,FJhzzqva
2372,0.9695,vQRqvxpS
2373,0.1543,vVakPdAb
2374,0.3745,kawJHeze
2375,0.4232,swdgndmq
2376,0.4423,nKYMsfQK
2377,0.9875,ycLgWeHB
2378,0.5756,uYWSvlrU
2379,0.5537,kqFnIxCa
2380,0.6867,cjmMyyMC
2381,0.2444,aHDiFwmj
2382,0.8174,JFyOgDSp
2383,0.0399,TVqNQWUx
2384,0.6173,EjiymWiL
2385,0.8675,HcmjDnZd
2386,0.6168,lPAplpIF
2387,0.5253,UaIrqeRJ
2388,0.1268,uVxwJGkX
2389,0.1243,aRPZliOw
2390,0.6254,OVzylWvL
2391,0.6998,buWLbPaD
2392,0.0524,tbFiApGe
2393,0.8241,HPpcUoJT
2394,0.4732,NAwvtWRw
2395,0.1599,RmvPIsSQ
2396,0.4035,XnvdDnEH
2397,0.2089,BlEOJMRK
2398,0.8421,FeFKwEGq
2399,0.3136,TFPkQOwl
2400,0.1318,lEUffLEW
2401,0.5337,HIVroWla
2402,0.6998,jxMZThkE
2403,0.5311,VWpQWiux
2404,0.504,zSOBVgxH
2405,0.6489,dIYpucKZ
2406,0.1999,LDtpMDBT
2407,0.271,bJAJGDPk
2408,0.6783,maGViugR
2409,0.0594,TvtgfqUM
2410,0.6844,vozWXqNs
2411,0.4935,fYnwacBr
2412,0.7869,vBgJsvsq
2413,0.1539,USnOEyph
2414,0.848,kBVZaORQ
2415,0.8673,LxXvcGQn
2416,0.9163,AvjPrcFB
2417,0.0304,FTMlIaOH
2418,0.8237,yzRQDzRr
2419,0.1529,nkuoaqck
2420,0.7535,tJpAZDzH
2421,0.2228,narRNcIw
2422,0.1686,GoHQcmeV
2423,0.6005,NroRajqc
2424,0.0964,MIyBxFXf
2425,0.3088,AwnVBiaB
2426,0.7239,RqHTKPoD
2427,0.1592,HlYwMsCL
2428,0.7567,ivyWkSxK
2429,0.3839,jEIHJtZB
2430,0.8935,NyAphtsr
2431,0.3124,GEbvhgLl
2432,0.4738,xAEYTlJD
2433,0.0359,QNwQTLGx
2434,0.6711,CQZEKdPv
2435,0.314,kBZTCGcx
2436,0.2101,AsdzdEtZ
2437,0.7621,GiQknAvB
2438,0.8612,XJuhEJjW
2439,0.7864,FGreTCiD
2440,0.7891,BuINAgQH
2441,0.4885,VuNYbgxg
2442,0.481,hCuFmoKI
2443,0.8495,IFxcLczx
2444,0.6142,SOSZjsxP
2445,0.4423,MNRITfrG
2446,0.6813,NwVsHBGJ
2447,0.7392,AKoctAkY
2448,0.3114,qzcVfhlH
2449,0.3227,cuZfGuWB
2450,0.0746,bHTxxcTm
2451,0.9735,PGsAnYDp
2452,0.915,ZQwSXQdl
2453,0.1347,qlzITsXt
2454,0.7064,iVIImAYO
2455,0.2084,bDeDVIHZ
2456,0.2268,jeSMdsMB
2457,0.5831,Pbykptyn
2458,0.1767,gMDCHVzM
2459,0.9233,FwwrXUdI
2460,0.4045,CHXUfOpo
2461,0.4795,KdEQkzxb
2462,0.9962,ELgvIZYO
2463,0.0287,hYGYMDHt
2464,0.8192,gUvxgMZv
2465,0.9525,aZMVoQVg
2466,0.849,gJYnEcUk
2467,0.4377,wlvsMeSF
2468,0.3274,HouobimS
2469,0.0627,pusThQQf
2470,0.3837,zglDOsVt
2471,0.6123,rEijJtTQ
2472,0.2986,clSPQqYM
2473,0.3345,dLkWYOWn
2474,0.5493,zjVlaymm
2475,0.2527,stMeJpRh
2476,0.0928,nOxAEqdT
2477,0.0081,aqmzwekK
2478,0.8044,AdLBYeke
2479,0.0921,dlzvGXaP
2480,0.0776,xcIGqprx
2481,0.0529,HHaSQImQ
2482,0.0721,WjMabjcX
2483,0.4317,rHXVaqRi
2484,0.7409,eObvbqnM
2485,0.5664,aZuUkMhh
2486,0.1366,bZmYgIct
2487,0.655,eIFcdNnp
2488,0.2236,fljjtYPi
2489,0.7329,nRvogpAp
2490,0.8042,FwanAwnM
2491,0.7297,EswxIGTm
2492,0.6619,CGjymvOr
2493,0.1776,tXtrSnNu
2494,0.1577,OTAGvpnO
2495,0.3695,mSKiTOXW
2496,0.3938,LIrDKKvN
2497,0.8807,DUMikVNu
2498,0.9238,hfyixHWX
2499,0.7449,CloWoCAw
2500,0.6688,bOuBpyHG
2501,0.7521,NOefSJAf
2502,0.8969,AkybbPyt
2503,0.4715,iRaeBwzC
2504,0.7116,ChMDgYYu
2505,0.1965,NOwjHRMZ
2506,0.6328,uKrvVjfh
2507,0.9307,SEUauDAI
2508,0.9935,fHKtpxGx
2509,0.6722,vUlrFbXf
2510,0.3499,ObuLDoEN
2511,0.0813,looyIRIk
2512,0.6857,BfcDPnLX
2513,0.865,zldnCfao
2514,0.6545,EIOcqUiV
2515,0.1505,DTSWvCbY
2516,0.8762,FmhXOnUW
2517,0.3024,nidqddyZ
2518,0.0962,RWfVteOf
2519,0.7019,ezkhKEqS
2520,0.0162,hVIaYBPe
2521,0.092,gBSphzKO
2522,0.6076,YyAzpwFm
2523,0.7886,eVzFfZgE
2524,0.2863,mhsTdmVl
2525,0.0514,FwIuvnri
2526,0.3232,NzqdhszQ
2527,0.9342,yCKoBVwF
2528,0.5067,ZFZbfZKr
2529,0.4514,WVksAUSj
2530,0.6382,eivNstnT
2531,0.4764,IeSIoRaQ
2532,0.5092,XvjcKxQT
2533,0.0034,HQvFIZPf
2534,0.1356,hyiAfsPi
2535,0.2294,CjCoByTB
2536,0.3579,FEbocNnF
2537,0.1158,tOKWsbSO
2538,0.1942,YXWiHEWa
2539,0.9295,pHWszYFy
2540,0.2403,gCSbpGVL
2541,0.3294,pFTgNNeI
2542,0.2879,CPoTgbeA
2543,0.5555,FblrZDKb
2544,0.9954,yEghlILL
2545,0.2506,VmLFaQCX
2546,0.915,OEpNCoDM
2547,0.8341,FwHJshFC
2548,0.0148,dcrxmNtU
2549,0.083,qxelIdEC
2550,0.14,lboyuFHS
2551,0.2958,pOzVqTao
2552,0.1842,MUjpabeK
2553,0.3078,LrWufBqo
2554,0.9567,WtRDtiix
2555,0.2392,NlhPJpjl
2556,0.0826,HVhucbRF
2557,0.3923,VJFxfpih
2558,0.131,pvCNVsmj
2559,0.4061,FyZalgsb
2560,0.2154,REApOQah
2561,0.418,IcDHlGzz
2562,0.6037,aHjErfhR
2563,0.3766,LozAtYqL
2564,0.5794,GUloOLYh
2565,0.2343,YHyVBdrp
2566,0.7339,RxOgpNkF
2567,0.9124,VIYwvwdj
2568,0.4709,UvgOieKq
2569,0.5474,vdLdgdfy
2570,0.5471,WbGywrhk
2571,0.4863,CEdhQAoA
2572,0.4141,VeohqbbM
2573,0.4536,rVDBVhmK
2574,0.2072,nrIAtFgy
2575,0.9644,LfIkJvDT
2576,0.3408,kBcfoTQP
2577,0.1637,wpwTTTtP
2578,0.4879,ZqrYVzRI
2579,0.314,NFYnwpwi
2580,0.8141,EKRbvhav
2581,0.1296,DrBrfQcv
2582,0.1264,xvzFmqbw
2583,0.7776,nTTdDpTI
2584,0.901,jOpzCSWK
2585,0.7299,aVYLyTtS
2586,0.2913,IxkHBexJ
2587,0.9468,ZhmxMicD
2588,0.7032,qLuuLakG
2589,0.6709,SOQwadhP
2590,0.1515,QRULAAnu
2591,0.2531,YCkNvxDb
2592,0.79,iYCvLHKt
2593,0.8518,HnVUTFbZ
2594,0.9172,oLcThGNe
2595,0.5639,lcHUafru
2596,0.4752,OBJKdTlB
2597,0.5096,HLbndood
2598,0.4057,UrJRjGfA
2599,0.2172,qqAkGaVA
2600,0.3178,ofRxneWb
2601,0.8886,PIvFKHkK
2602,0.4359,fAuZAveD
2603,0.8266,usMBIidT
2604,0.7194,SrYkjsCE
2605,0.422,whtsmmIO
2606,0.5092,ouIeVKrc
2607,0.6813,CnwCFkQO
2608,0.0065,PriQjNwD
2609,0.6473,ndtMdqTt
2610,0.2998,fmPyjVBD
2611,0.4719,URHNlSRX
2612,0.7934,yVXgTAhg
2613,0.7325,HVkOdxed
2614,0.8273,LokJzUYs
2615,0.6586,SJxyNROU
2616,0.9347,JEytKwOu
2617,0.4553,pFLtSkOa
2618,0.615,tiQohJJs
2619,0.7803,GXjRENmG
2620,0.0133,bKymcfzH
2621,0.1143,VrMfdKVv
2622,0.0307,buDLIRVF
2623,0.8635,VkqALsUF
2624,0.1078,DyenmUAv
2625,0.6336,SJmiTeZz
2626,0.1387,IwhAqCnU
2627,0.9016,ZzgaQJMI
2628,0.0208,ucpMPqED
2629,0.3379,khTuHLTK
2630,0.1981,mURVtLRk
2631,0.0129,VcbcQEdx
2632,0.114,aWSBcBZl
2633,0.699,orTFjJGl
2634,0.9235,KGveOuBH
2635,0.5118,QhhHBsZN
2636,0.3031,xKnxasLd
2637,0.8282,ZbsClOmS
2638,0.4327,WFGphDZM
2639,0.1399,vmZMsbLv
2640,0.4858,yTAyTgBQ
2641,0.2167,WwBIseIT
2642,0.7823,iWiiwwAJ
2643,0.0112,KkHeuQiC
2644,0.6408,JLYapEQD
2645,0.1062,qGyhqFzp
2646,0.549,jCXBqWVW
2647,0.2909,OfXuzEDX
2648,0.1391,XSTseBef
2649,0.977,BcTscLjo
2650,0.704,jXDUsycm
2651,0.0167,hkgMhGdA
2652,0.8356,boDYuHrZ
2653,0.1621,SvkgDtUa
2654,0.9522,HbhniuKh
2655,0.7017,DsyPHZKq
2656,0.8841,JPNpXXtv
2657,0.777,zctUPspW
2658,0.2189,rdtwCBQs
2659,0.874,kMnkpMlW
2660,0.3532,Cwivzwup
2661,0.3132,iSQyBaAF
2662,0.2437,OHOFlRnm
2663,0.9754,wFrBsNPq
2664,0.0596,ZbjnyMax
2665,0.2804,VNNDKxVz
2666,0.1419,YqHVIYaD
2667,0.0286,vrZfbgKa
2668,0.9925,bjDqrUhy
2669,0.2648,JImlzSNj
2670,0.7975,LfhIDoTu
2671,0.1847,xnCRtjIf
2672,0.0511,slkLspXn
2673,0.7566,YPQGEqeI
2674,0.9232,rsNlxbNh
2675,0.1865,RvkwuZhe
2676,0.3175,yYLNMNnf
2677,0.7533,bngYIuaG
2678,0.0592,DeRmPmGr
2679,0.0738,MWqbrGEh
2680,0.8209,VKvlPXXl
2681,0.7816,RBCXqrWI
2682,0.6502,ctQutShj
2683,0.7224,fnyNwyFd
2684,0.7183,pbonUBKH
2685,0.2487,TtVebHiZ
2686,0.4838,gHqvJfJy
2687,0.1265,UXQVlifw
2688,0.6853,ecAlGiEm
2689,0.5672,dqlxOfbh
2690,0.5138,xaHsEGLt
2691,0.1965,nqaZaOtP
2692,0.244,zFUMqscE
2693,0.503,xumOoFLk
2694,0.4081,JJpdKhPC
2695,0.0963,dmCgicNf
2696,0.2446,tfqhfBCs
2697,0.236,bCkMTIBL
2698,0.6372,lRmDIeWy
2699,0.2455,taMEpzzc
2700,0.0231,gnLOYVxw
2701,0.269,sPPIRqjx
2702,0.5291,efONGPpn
2703,0.3634,FhurQFxz
2704,0.2363,xJgNAvhw
2705,0.5847,uguRWwlb
2706,0.3635,kfCSyoZi
2707,0.1398,JWNptdpu
2708,0.3813,zklpJdxO
2709,0.6842,jItplFZM
2710,0.2072,WnbnqCDE
2711,0.9024,WlCOmbCz
2712,0.6034,HulRNDjX
2713,0.7795,KXfHzcrl
2714,0.0644,VcMJEexg
2715,0.1569,yAbBxEZu
2716,0.0534,RrxFPLIR
2717,0.4771,oFGciTfg
2718,0.2792,SPZsMCBf
2719,0.9405,YwzGJXKv
2720,0.2433,ZkeFZtsQ
2721,0.7448,NfFFlVAe
2722,0.8392,kSKHUcBX
2723,0.6977,fkQzwzjJ
2724,0.1717,uPJvgRdF
2725,0.5269,nbSqFcyi
2726,0.3573,pArlKUQm
2727,0.5977,ENgzoMFi
2728,0.9108,OUfQdFMq
2729,0.8806,dMZXnzvj
2730,0.9351,QZKvbKuD
2731,0.2611,nQLCqeuO
2732,0.6031,aOyuIrXc
2733,0.5871,KpTEyGVb
2734,0.9853,FTKxHUrX
2735,0.9257,vAdkYyWx
2736,0.4782,hylpaVpH
2737,0.6463,MXeGTRlQ
2738,0.4118,VjmqUeCH
2739,0.31,npYToIIi
2740,0.2795,QNaFwsUe
2741,0.6683,AIYvoFDf
2742,0.495,kCKUyqRg
2743,0.8388,ZJGAQudU
2744,0.7799,bktGjEZb
2745,0.9568,mttEWwji
2746,0.347,mtDedQOj
2747,0.6768,RPOpoGha
2748,0.4246,jMojPJCl
2749,0.2381,ktWMtUnb
2750,0.4347,QQjmDtGg
2751,0.3298,bnrREsYS
2752,0.6336,WPZFTVRT
2753,0.2487,wVTvqqeS
2754,0.4049,cxPBaNPr
2755,0.1364,AxWZMFut
2756,0.9629,wEFnaKxS
2757,0.6425,TTwcSGVe
2758,0.9634,lBPXWxry
2759,0.3585,wqHdLvbe
2760,0.4914,pDLjokYF
2761,0.6397,wAaYWqVH
2762,0.7815,vKPlrcQM
2763,0.2643,jDdRBirx
2764,0.3007,bgcSSCTZ
2765,0.4278,itRAPGNm
2766,0.6468,DNvDcuqs
2767,0.0189,RbeNwEFe
2768,0.8065,HapVShTK
2769,0.4597,BNclrhXM
2770,0.2156,poGnAFML
2771,0.2326,BJhlwvyR
2772,0.9022,xlgxosyw
2773,0.6752,UuXxqcFV
2774,0.9148,FQnzOtoo
2775,0.2394,oArESxxn
2776,0.8258,bNmuvybT
2777,0.0225,Tvsqxkeq
2778,0.4712,kOdEPHcS
2779,0.7385,PtsAmpnm
2780,0.9832,PIvmXVSg
2781,0.4116,ZGVIaXnb
2782,0.9995,MdMQENsv
2783,0.0787,JFDMRZef
2784,0.8867,AMxWudLy
2785,0.4251,eHHAIoyE
2786,0.3999,HOtUKatg
2787,0.4041,YEaHdLKJ
2788,0.0036,jKzVSqRJ
2789,0.6231,vVdcdTBt
2790,0.3083,pTlEexMr
2791,0.2612,ppgjFoaU
2792,0.8738,iLOzlseV
2793,0.682,NvqTzpkY
2794,0.9187,dJastnXv
2795,0.3183,QsXWOsig
2796,0.5504,rTPdEpUP
2797,0.076,iZYrPRYf
2798,0.4607,NjBXflBX
2799,0.0917,UNMZXdnu
2800,0.2591,KZiVfFty
2801,0.8412,YSRMfdqy
2802,0.1932,eeLemrHs
2803,0.849,Xqcdpawe
2804,0.7122,UGUvFpNq
2805,0.4068,RwMpZpOM
2806,0.1838,EhWSFrcp
2807,0.082,GMfvfKtH
2808,0.69,edNRKBgI
2809,0.134,MvhQWheQ
2810,0.3558,HiORDthB
2811,0.6314,zPKMaDhP
2812,0.6334,WGzNCxKi
2813,0.0305,XIVnrzgP
2814,0.5565,WhspjLcJ
2815,0.5117,WHKhGAat
2816,0.288,bPRnvspy
2817,0.4512,PKFrLbTG
2818,0.9721,EruJkeuG
2819,0.3544,PlDBWxTs
2820,0.6973,VFRduXvg
2821,0.9275,RbefLktV
2822,0.482,EIxTNGla
2823,0.3293,NLSBPNLD
2824,0.9507,DqENnQMX
2825,0.2334,wDETXvlc
2826,0.5644,LgLzQnAA
2827,0.8147,BORrJhUt
2828,0.6635,IITiVLUN
2829,0.1108,lmkwArBp
2830,0.9421,vVHAFuqC
2831,0.4796,noqDresk
2832,0.9376,qrOrGWKz
2833,0.5374,xoYdHYuU
2834,0.9285,wqgMgGzn
2835,0.224,FsqNOwUF
2836,0.4406,FmLVcXsA
2837,0.1837,RujbNryH
2838,0.1726,ogoCMpIi
2839,0.3816,CDBnIceG
2840,0.5062,bakVCdST
2841,0.4386,mPBuMfrn
2842,0.4168,amiuFwSW
2843,0.8247,uKzcrkWS
2844,0.2989,DfJKQsxG
2845,0.6828,PscZTXYL
2846,0.8498,HICSJxTC
2847,0.0893,ijnXtyAp
2848,0.3954,xFRRReOD
2849,0.5695,fAxtdDJp
2850,0.7935,FikfVGjN
2851,0.76,AHIywwtq
2852,0.8979,zspFHKHp
2853,0.984,wyzrvDXL
2854,0.8301,nFUzXKpf
2855,0.2105,EyZIfXHy
2856,0.8588,NFnIQIKz
2857,0.1729,XyAufrHM
2858,0.4878,eBTtlIhS
2859,0.5364,YsaOMORz
2860,0.5978,RsAHuiUB
2861,0.9091,GgkilMOH
2862,0.444,pynPZxLn
2863,0.9791,IzQQmpCL
2864,0.5719,ZAlWtNbx
2865,0.191,QfesJIcf
2866,0.7497,WxPobCKj
2867,0.529,qfViMsQm
2868,0.5497,PExJskwZ
2869,0.368,JsBvzxgB
2870,0.2701,elPQNFdj
2871,0.6036,VqzqFwSV
2872,0.3136,LLvNTXnY
2873,0.196,NYIIVJls
2874,0.6289,RDhQAYrX
2875,0.6694,mLQXKPhA
2876,0.7636,uWfQIXPi
2877,0.2639,IqitWEPC
2878,0.806,hrGpYNxn
2879,0.6291,ttltQoWf
2880,0.0976,OBSVrlVj
2881,0.9664,JhkQHfEx
2882,0.9512,wpfOozet
2883,0.1346,bdImmndf
2884,0.1846,ikukATup
2885,0.9079,cDZIzfCO
2886,0.3772,MtzIJdvX
2887,0.499,cCRucpAQ
2888,0.2224,lRiRIPnw
2889,0.2985,EebLJlJu
2890,0.9117,PDYLNHlg
2891,0.8144,ZKFJgdSD
2892,0.0998,uCEyaogr
2893,0.2466,FHuhTXua
2894,0.1742,wMNCAtoa
2895,0.8648,WmOtmApJ
2896,0.6216,evxUqeqV
2897,0.3774,lJrbiecQ
2898,0.0884,VmerAHKD
2899,0.0119,lQSxzzSK
2900,0.1922,rAVUpgVK
2901,0.0048,euCmGCqm
2902,0.3852,nNxRxTwd
2903,0.3878,lqXRWPxH
2904,0.842,RHymljEv
2905,0.8287,LrNzYZrO
2906,0.3022,oBcpTwPR
2907,0.5414,ZuSRicES
2908,0.891,sEUPvgfz
2909,0.9932,ypxpMvxA
2910,0.7902,huDprXJN
2911,0.58,FnJBsvRt
2912,0.5901,FVXLvlgv
2913,0.5479,bNxwxEyN
2914,0.2051,DQhlyjMN
2915,0.444,IeXNZgCv
2916,0.1874,PvYHikmJ
2917,0.7763,chGWntOQ
2918,0.8896,RXtZnlVu
2919,0.3438,grBuOFeA
2920,0.2424,LcOSnBRr
2921,0.5317,OrfYGNBa
2922,0.1667,sqhPqYvZ
2923,0.9706,sPySXCHx
2924,0.3969,JcLXimdy
2925,0.902,eYUDYVXO
2926,0.6618,CyBzVBkP
2927,0.0763,PPDPjQyI
2928,0.3923,pwmNCAyb
2929,0.0786,cBqJhbJL
2930,0.6561,aLzpXdoz
2931,0.1375,SdTnvTqM
2932,0.7799,svJxoQlL
2933,0.0554,BNpCWjaY
2934,0.5077,zUJlBHwP
2935,0.8644,rYhgznIr
2936,0.7037,GxecfwFS
2937,0.4834,gGsDcSiL
2938,0.3528,mKYxanHk
2939,0.4766,riVrYGtq
2940,0.1249,wkFxoibO
2941,0.3342,WpSZYVpQ
2942,0.8267,EigFACKj
2943,0.6531,XYVLmWwP
2944,0.48,TnjpGrpU
2945,0.5189,iYtyrvKp
2946,0.8943,THRFDNlW
2947,0.6473,HgySXGLD
2948,0.0095,dKzygTvK
2949,0.969,RgnhbvFc
2950,0.7605,LnRYVJhm
2951,0.9442,fxQuVnXr
2952,0.5716,OTGBgFlY
2953,0.6108,ZoPiDHRY
2954,0.6474,qvvKOPes
2955,0.863,biwVMyOu
2956,0.0106,LhDDKHwR
2957,0.4066,SHpxzRKq
2958,0.6587,cVjmuzhK
2959,0.0612,wXQnDGpm
2960,0.5746,EoSMISPJ
